,Brewery,Address,City,State,ZIP Code
1877,Bob Loblaw Brewing,,Miami,FL,33179
1878,Bog Brewing Company,218 W King St,Saint Augustine,FL,32084
1879,Bold City Brewery,109 E Bay St,Jacksonville,FL,32202
1880,Bold City Brewery,2670 Rosselle St Ste 7,Jacksonville,FL,32204
1881,Bone Hook Brewing Company,1514 Immokalee Rd Unit 106,Naples,FL,34110
1882,Bottlenose Brewing,9700-1 Deer Lake Rd,Jacksonville,FL,32246
1883,Bousa Brewing Company,7235 NE 4th Ave,Miami,FL,33138
1884,Bowigens Beer Company,1014 State Road 436,Casselberry,FL,32707
1885,Bremen Beer Ventures,,Key Biscayne,FL,33149
1886,Brew Angels LLC,6821 Caroline St,Milton,FL,32570
1887,Brew Bus Brewing,4101 N Florida Ave,Tampa,FL,33603
1888,"Brew Hub, LLC",3900 Frontage Rd S,Lakeland,FL,33815
1889,Brew Life Brewing,5767 Beneva Rd,Sarasota,FL,34233
1890,Brewers Tasting Room,11270 4th St N Ste 202,Saint Petersburg,FL,33716
1891,Brewery In Planning - Asheville,,Cape Coral,FL,
1892,"Brewery in Planning - Clearwater, FL",,Clearwater,FL,33760
1893,"Brewery in Planning - Fort Laurderdale, FL",,Fort Laurderdale,FL,33312
1894,"Brewery in Planning - Orlando, FL",,Orlando,FL,32827
1895,"Brewery in Planning - Pensacola, FL",,Pensacola,FL,32504
1896,"Brewery in Planning - St.Augustine, FL",,St.Augustine,FL,32080
1897,Brewery in Planning - Tampa,,Tampa,FL,33605
1898,Brewery In Planning - V-Twin Brewing,,Saint Petersburg,FL,33705
1899,Brighter Day's Brewing Company,,New Port Richey,FL,34655
1900,Brock's Homebrew Supply,"7025 Industrial Rd A, West",Melbourne,FL,32904
1901,Broken Coat Brewing,,Lake Worth,FL,33467
1902,Broken Strings Brewery,1012 W Church St,Orlando,FL,32805
1903,Buffalo Theory Brewing Co. LLC,,Merritt Island,FL,32953
1904,Bugnutty Brewing Company,715 N Courtenay Pkwy,Merritt Island,FL,32953
1905,Bullfrog Creek Brewing Company,3632 Lithia Pinecrest Rd,Valrico,FL,33596
1906,Bury Me Brewing Company,4224 Cleveland Ave Ste 7,Fort Myers,FL,33901
1907,Cage Brewing,2001 1st Ave S,Saint Petersburg,FL,33712
1908,Caledonia Brewing,587 Main St,Dunedin,FL,34698
1909,Calusa Brewing Company,5701 Derek Ave,Sarasota,FL,34233
1910,Cask & Larder Brewing Co.,565 W Fairbanks Ave,Winter Park,FL,32789
1911,Castle Church Brewing Community,6820 Hoffner Ave #1,Orlando,FL,32822
1912,Cayo Hueso Brewing,,Key West,FL,33040
1913,Central 28 Beer Company,290 Springview Commerce Dr Ste 1,Debary,FL,32713
1914,Cerveceria Gran Arrecife Maya,Claveles 22 SMZ 22 MZ 29 LT 25,Cancun,FL,77500
1915,Cerveceria Rancho Humo,Casa 1555,San Jose,FL,
1916,Charlie and Jakes Brewery and Grille,6300 N Wickham Rd Ste 137,Melbourne,FL,32940
1917,Cigar City Airport Location,TIA Airside C 3rd Level,Tampa,FL,33607
1918,Cigar City Brewing Co,3924 W Spruce St,Tampa,FL,33607
1919,Civil Society Brewing Co,1200 Town Center Dr Ste 101,Jupiter,FL,33458
1920,Civil Society Brewing Co- West Palm Beach,425 Kanuga Dr,West Palm Beach,FL,33401
1921,Clearwater Brewing Company,,Clearwater,FL,33755
1922,Clermont Brewing Company,,Clermont,FL,34711
1923,CNB Brewpub,,Sarasota,FL,34242
1924,Coastal Dayz Brewery LLC,2161 McGregor Blvd Ste E,Fort Myers,FL,33901
1925,Cocoa Beach Brewing Co,150 N Atlantic Ave,Cocoa Beach,FL,32931
1926,Concrete Beach Brewery,325 NW 24th St,Miami,FL,33127
1927,Copp Brewery & Winery,11 NE 4th Ave,Crystal River,FL,34429
1928,Copperpoint Brewing Company,151 Commerce Rd,Boynton Beach,FL,33426
1929,Coppertail Brewing,2601 E 2nd Ave,Tampa,FL,33605
1930,Corporate Ladder Brewing Company,4935 96th Street E,Palmetto,FL,34221
1931,Cotee River Brewing Company,5760 Main St,New Port Richey,FL,34652
1932,Craft Life Brewing,2624 Land O Lakes Blvd,Land O Lakes,FL,34639
1933,Crazy Uncle Mike's,6450 N Federal Hwy,Boca Raton,FL,33487
1934,Crooked Can Brewing Co,426 W Plant St,Winter Garden,FL,34787
1935,Crooked Rooster Brewery LLC.,1478 S 6th St,Macclenny,FL,32063
1936,Crooked Thumb Brewery,555 10th Ave S,Safety Harbor,FL,34695
1937,Cueni Brewing Co.,945 Huntley Ave,Dunedin,FL,34698
1938,Cycle Brewing,534 Central Ave,St Petersburg,FL,33701
1939,Cycle Brewing Production and Warehouse,2135 5th Ave S,Saint Petersburg,FL,33712
1940,Cypress and Grove Brewing Company,1001 NW 4th Street,Gainesville,FL,32601
1941,D. G. Yuengling and Son Inc,11111 N 30th St,Tampa,FL,33612
1942,"D. MANATEE HOLDINGS, LLC",,Miami,FL,33131
1943,Dangerous Minds Brewing Co,,Pompano Beach,FL,33062
1944,Darwin Brewing Co,803 17th Ave W,Bradenton,FL,34205
1945,Daytona Beach Brewing Company,482 Fentress Blvd Ste N,Daytona Beach,FL,32114
1946,De Bine Brewing Company,993 Florida Ave,Palm Harbor,FL,34683
1947,Dead Lizard Brewing Company,4507 36th St Ste C,Orlando,FL,32811
1948,Deadly Sins Brewing,750 Jackson Ave Ste 102,Winter Park,FL,32789
1949,Deep Brewing Company,2524 Cathay Ct STE 2,Tallahassee,FL,32308
1950,Dees Brothers Brewery,,Orlando,FL,32807
1951,Department Coffee,1940 N 30th Rd,Hollywood,FL,33021
1952,Destin Brewery,505 Mountain Dr Ste N,Destin,FL,32541
1953,Deviant Wolfe Brewing,121 W 1st St,Sanford,FL,32771
1954,Devour Brewing Co,1500 SW 30th Ave Ste 4,Boynton Beach,FL,33426
1955,Dirty Oar Beer Company,329 W King St,Cocoa,FL,32922
1956,"Dissent Craft Brewing Company, LLC",5518 Haines Rd N,Saint Petersburg,FL,33714
1957,Dixie Grill & Brewery,5101 South Dixie Highway,West Palm Beach,FL,33405
1958,Dog Rose Brewing Company,77 Bridge St,Saint Augustine,FL,32084
1959,Due South Brewing Co,2900 High Ridge Rd Ste 3,Boynton Beach,FL,33426
1960,Dunedin Brewery,937 Douglas Ave,Dunedin,FL,34698
1961,Dunedin Brewery Production Facility,,Dunedin,FL,34698
1962,"Eight-Foot Brewing, LLC","4417 SE 16th PL., Unit 11",Cape Coral,FL,33904
1963,Ellipsis Brewing,7500 Tpc Blvd Ste 8,Orlando,FL,32822
1964,Emerald Republic Brewing,,Pensacola,FL,32502
1965,Engine 15 Brewing Company,633 N Myrtle Ave,Jacksonville,FL,32204
1966,Engine 15 Brewing Company,1500 Beach Blvd Ste 217,Jacksonville Beach,FL,32250
1967,Escape Brewing Company,9945 Trinity Blvd Ste 108,Trinity,FL,34655
1968,"Fantasy Brewmasters, LLC",5825 Dogwood Way,Naples,FL,34116
1969,Fat Point Brewing,611 Charlotte St,Punta Gorda,FL,33950
1970,First Flight Island Restaurant & Brewery,301 Whitehead St,Key West,FL,33040
1971,First Magnitude Brewing Company,1220 SE Veitch St,Gainesville,FL,32601
1972,Fishweir Brewing Company,1183 Edgewood Ave S,Jacksonville,FL,32205
1973,Florida Beer Co,200 Imperial Blvd,Cape Canaveral,FL,32920
1974,Florida Keys Brewing Co.,200 Morada Way,Islamorada,FL,33036
1975,Flying Boat Brewing Company,1776 11th Ave N,St Petersburg,FL,33713
1976,Fools Fire Brewing Company At Fermentation Lounge,415 Saint Francis Street Unit 112,Tallahassee,FL,32301
1977,Fort Myers Brewing,12811 Commerce Lakes Dr Ste 28,Fort Myers,FL,33913
1978,Four Stacks Brewing,5469 N US Highway 41,Apollo Beach,FL,33572
1979,Funky Buddha Brewery,1201 NE 38th St Ste A1 Bay A1,Oakland Park,FL,33334
1980,"Gator Tail Brewing Company, LLC",,Winter Garden,FL,34787
1981,Goat Lips Chew and Brewhouse / Redneck Riviera Brewing,2811 Copter Rd,Pensacola,FL,32514
1982,Good Liquid Brewing Company,4824 14th St W,Bradenton,FL,34207
1983,Grasslands Brewing Co,603 W Gaines St Ste 7,Tallahassee,FL,32304
1984,Gravity Brewlab,1521 Alton Rd # 591,Miami Beach,FL,33139
1985,Grayton Beer Brewpub,170 E. Hwy 30A,Santa Rosa Beach,FL,32459
1986,Grayton Beer Company,217 Serenoa Rd,Santa Rosa Beach,FL,32459
1987,Great Chicago Fire Brewery and Tap Room,311 W Magnolia St,Leesburg,FL,34748
1988,Green Bench Brewing Co,1133 Baum Ave N,Saint Petersburg,FL,33705
1989,Green Room Brewing,228 3rd St N,Jacksonville Beach,FL,32250
1990,Grindhaus Brew Lab,1650 N Hercules Ave Ste I,Clearwater,FL,33765
1991,Grove Roots Brewing,302 3rd St SW,Winter Haven,FL,33880
1992,Gulf Coast Brewery LLC,500 E Heinberg St,Pensacola,FL,32502
1993,Gulf Stream Brewing,1105 NE 13th St,Fort Lauderdale,FL,33304
1994,Half Barrel Beer Project,9650 Universal Blvd Ste 143,Orlando,FL,32819
1995,Half Wall Brewery,1887 SR 44,New Smyrna Beach,FL,32168
1996,Halpatter Brewing Company,264 NE Hernando Ave,Lake City,FL,32055
1997,Hell 'n Blazes Brewing Company,1002 E New Haven Ave,Melbourne,FL,32901
1998,Hidden Springs Ale Works,1631 N Franklin St,Tampa,FL,33602
1999,Hollywood Brewing Co,3410 N 29th Ave,Hollywood,FL,33020
2000,Hollywood Brewing Co,290 N Broadwalk,Hollywood,FL,33019
2001,HopLife Brewing Company,679 NW Enterprise Dr,Port Saint Lucie,FL,34986
2002,Hourglass Brewing,480 S Ronald Reagan Blvd Ste 1020,Longwood,FL,32750
2003,Hyperion Brewing,1740 N Main St,Jacksonville,FL,32206
2004,Idyll Hounds Brewing Company,845 Serenoa Rd,Santa Rosa Beach,FL,32459
2005,In the Loop Brewing,3338 Land O Lakes Blvd,Land O Lakes,FL,34639
2006,Infinite Ale Works,304 S Magnolia Ave,Ocala,FL,34471
2007,Infusion Brewing Company of Trinity,7813 Mitchell Blvd,New Port Richey,FL,34655
2008,Inlet Brewing Co,4448 Nicole Cir,Jupiter,FL,33469
2009,Inner Compass Brewing,300 E 2nd St,Sanford,FL,32771
2010,Inoculum Ale Works,1320 Commercial Way,Spring Hill,FL,34606
2011,Intracoastal Brewing Co.,652 W Eau Gallie Blvd,Melbourne,FL,32935
2012,Intuition Ale Works,929 E Bay St,Jacksonville,FL,32202
2013,Intuition Ale Works Production Facility,720 King St,Jacksonville,FL,32204
2014,Invasive Species Brewing,726 NE 2nd Ave,Fort Lauderdale,FL,33304
2015,Islamorada Beer Company,3200 Siant Lucie Blvd,Fort Pierce,FL,34946
2016,Islamorada Beer Company,3200 St Lucie Blvd,Fort Pierce,FL,34946
2017,Island Coastal Lager,3900 Frontage Rd S,Lakeland,FL,33815
2018,Ivanhoe Park Brewing Company,1300 Alden Rd,Orlando,FL,32803
2019,J Wakefield Brewing,120 NW 24th St,Miami,FL,33127
2020,JDub's Brewing Co.,1215 Mango Ave,Sarasota,FL,34237
2021,Khoffner Brewery LTD,1110 NE 8th Avenue Bay #1,Fort Lauderdale,FL,33304
2022,Lagerhaus Brewery & Grill,3438 E Lake Rd,Palm Harbor,FL,34685
2023,Lake Tribe Brewing,3357 Garber Dr Unit 4,Tallahassee,FL,32303
2024,LauderAle,3305 SE 14th Ave Bldg 4,Fort Lauderdale,FL,33316
2025,Leaven Brewing Co.,11238 Boyette Rd,Riverview,FL,33569
2026,Legacy Ale Works,14965 Old St Augustine Rd Ste 129,Jacksonville,FL,32258
2027,Legacy Caribbean Craft Brewery,13416 NW 38th Ct,Opa Locka,FL,33054
2028,Lemonstreet Brewing Company,,Jacksonville,FL,32204
2029,Lincoln's Beard Brewing Co.,7360 SW 41st St,Miami,FL,33155
2030,Little Giant Brewery,,Bradenton,FL,34208
2031,Lost Shirt Brewing Company,7025 Industrial Rd Unit B,West Melbourne,FL,32904
2032,M.I.A. Beer Co,10400 NW 33rd St Ste 150,Doral,FL,33172
2033,Mad Beach Brewing,12945 Village Blvd,Madeira Beach,FL,33708
2034,Main & Six Brewing Company,1636 N Main St,Jacksonville,FL,32206
2035,Marker 48 Brewing LLC,12147 Cortez Blvd,Brooksville,FL,34613
2036,Mash Monkeys Brewing Company,920 U.S. Highway 1 Unit 1,Sebastian,FL,32958
2037,Mastry's Brewing Co,7701 Blind Pass Rd,St Pete Beach,FL,33706
2038,Mathews Brewing Company,130 S H St,Lake Worth,FL,33460
2039,McGuire's Irish Pub and Brewery - Destin,33 Highway 98 E,Destin,FL,32541
2040,McGuire's Irish Pub and Brewery - Pensacola,600 E Gregory St,Pensacola,FL,32502
2041,Miami Brewing Co,30205 SW 217th Ave,Homestead,FL,33030
2042,Millennial Brewing Company,1811 Royal Palm Ave,Fort Myers,FL,33901
2043,Mocama Brewing Company,,Fernandina Beach,FL,32034
2044,Momentum Brewhouse,9786 Bonita Beach Rd SE Ste 1,Bonita Springs,FL,34135
2045,Motorworks Brewing,1014 9th St W,Bradenton,FL,34205
2046,Mount Dora Brewing Co,405 S Highland St,Mount Dora,FL,32757
2047,Mr Dunderbaks Biergarten and Brewery / Dunderbrau Brewing,14929 Bruce B Downs Blvd,Tampa,FL,33613
2048,Naples Beach Brewery,4110 Enterprise Ave Ste 217,Naples,FL,34104
2049,Nature Coast Brewing Company,564 N Citrus Ave,Crystal River,FL,34428
2050,Naughty Monk Brewery L.L.C.,2507 Lakewood Ranch Blvd,Bradenton,FL,34211
2051,New Smyrna Beach Brewing Co,143 Canal St,New Smyrna Beach,FL,32168
2052,NightLife Brewing Co,1588 Nw 7th St,Miami,FL,33125
2053,Nivol Brewing,927 Mulberry Ave,Panama City,FL,32401
2054,NOBO Brewing Company,2901 Commerce Park Dr,Boynton Beach,FL,33426
2055,Ocean Republic Brewing,,Stuart,FL,34994
2056,Ocean Sun Brewing,3030 Curry Ford Road,Orlando,FL,32806
2057,Odd Breed Wild Ales,50 NE 1st St,Pompano Beach,FL,33060
2058,Old Coast Ales,300 Anastasia Blvd Ste C,Saint Augustine,FL,32080
2059,Old Soul Brewing,10970 S Cleveland Ave Ste 402,Fort Myers,FL,33907
2060,Ology Brewing Co,118 E 6th Ave,Tallahassee,FL,32303
2061,Ookapow Brewing Company,"1142 Old Okeechobee Road, Bay 13",West Palm Beach,FL,33401
2062,Orange Blossom Brewing Company,3900 Frontage Rd S,Lakeland,FL,33815
2063,Orange County Brewers,131 N Orange Ave Ste 106,Orlando,FL,32801
2064,Orchid Island Brewery,2855 Ocean Dr Ste C1,Vero Beach,FL,32963
2065,Orion Beverages,,Longwood,FL,32779
2066,"Orlando Brewing Partners, Inc.",1301 Atlanta Ave,Orlando,FL,32806
2067,Ormond Brewing,301 Division Ave Unit 15,Ormond Beach,FL,32174
2068,Overflow Brewing Company,770 1st Ave N,Saint Petersburg,FL,33701
2069,Oviedo Brewing Co,1280 Oviedo Mall Blvd Unit 1095,Oviedo,FL,32765
2070,Oyster City Brewing Company,17 Avenue D,Apalachicola,FL,32320
2071,Pair O' Dice Brewing Company,4400 118th Ave N Ste 208,Clearwater,FL,33762
2072,Palm City Brewing,7887 Drew Cir Ste 130,Fort Myers,FL,33967
2073,Palm Harbor Brewery,1022 Georgia Ave,Palm Harbor,FL,34683
2074,Pareidolia Brewing Co.,712 Cleveland St,Sebastian,FL,32958
2075,Park Pizza & Brewing Company,6941 Lake Nona Blvd Ste 100,Orlando,FL,32827
2076,Pensacola Bay Brewery,225 E Zaragoza St,Pensacola,FL,32502
2077,Perfect Plain Brewing Co.,50 E Garden St,Pensacola,FL,32502
2078,Persimmon Hollow Brewing,111 W Georgia Ave,Deland,FL,32720
2079,Pesky Pelican Brewpub,923 72nd St N,Saint Petersburg,FL,33710
2080,Pinellas Ale Works,1962 1st Ave S,Saint Petersburg,FL,33712
2081,Pinglehead Brewing Company / Brewer's Pizza,14B  Blanding Blvd Ste B,Orange Park,FL,32073
2082,Playalinda Brewing Company,305 S Washington Ave,Titusville,FL,32796
2083,Playalinda Brewing Company -  Brix Project,5220 S Washington Ave,Titusville,FL,32780
2084,Point Ybel Brewing Company,16120 San Carlos Blvd Ste 4,Fort Myers,FL,33908
2085,Proof Brewing Co,1320 South Monroe Street,Tallahassee,FL,32301
2086,Props Brewery and Grill,125 Lovejoy Rd,Fort Walton Beach,FL,32548
2087,Props Craft Brewery Taproom,125 Lovejoy Rd NW,Fort Walton Beach,FL,32548
2088,Ragtime Tavern Seafood and Grill,207 Atlantic Blvd,Atlantic Beach,FL,32233
2089,Rapp Brewing Company,10930 Endeavour Way Ste C,Seminole,FL,33777
2090,Red Cypress Brewery,855 E SR 434,Winter Springs,FL,32708
2091,Redlight Redlight Beer Parlour and Brewery,2810 Corrine Dr,Orlando,FL,32803
2092,Reve Brewing,1237 Mayport Rd,Atlantic Beach,FL,32233
2093,Right Around The Corner,2244 Central Ave,Saint Petersburg,FL,33712
2094,Riptide Brewing Company,987 3rd Ave N,Naples,FL,34102
2095,River City Brewing Co,835 Museum Cir,Jacksonville,FL,32207
2096,Robot Brewing Company,2621 N Federal Hiwy,Boca Raton,FL,33431
2097,Rock Bottom Brewery,1864 Victory Cir Bldg K,Daytona Beach,FL,32114
2098,RockPit Brewing,10 West Illiana St,Orlando,FL,32806
2099,"RoosterBragh Brewing Company, LLC",,Tallahassee,FL,32312
2100,Royal Palm Brewing Company,543 N State Road 7 Ste 103,Royal Palm Beach,FL,33411
2101,Ruby Beach Brewing Company,131 1st Ave N,Jacksonville Beach,FL,32250
2102,"Sailfish Brewing Company, llc",130 N 2nd St,Fort Pierce,FL,34950
2103,Saint Somewhere Brewing Co,312 E Tarpon Ave,Tarpon Springs,FL,34689
2104,Saltwater Brewery,1701 W Atlantic Ave,Delray Beach,FL,33444
2105,Sanford Brewing Company,400 Sanford Ave,Sanford,FL,32771
2106,Sarasota Brewing Co,6607 Gateway Ave,Sarasota,FL,34231
2107,Scotty's Bierwerks,901 E Industrial Cir Unit 1-3,Cape Coral,FL,33909
2108,Sea Dog Brewing Co - Clearwater,26200 US Highway 19 N,Clearwater,FL,33761
2109,Seven Bridges Grille and Brewery,9735 Gate Pkwy N,Jacksonville,FL,32246
2110,Side Door Brewing Company,1419 SE Village Green Dr,Port Saint Lucie,FL,34952
2111,Sideward Brewing Co,210 N Bumby Ave,Orlando,FL,32803
2112,Silverking Brewing Company,325 E Lemon St,Tarpon Springs,FL,34689
2113,Six Ten Brewing,7052 Benjamin Rd,Tampa,FL,33634
2114,SJ Brewing Company,"463646 SR 200, #13",Yulee,FL,32097
2115,Soggy Bottom Brewing Co.,660 Main St,Dunedin,FL,34698
2116,South Cypress Brewing,895 Wiggins Pass Rd,Naples,FL,34110
2117,Southern Brewing & Winemaking,4500 N Nebraska Ave,Tampa,FL,33603
2118,Southern Lights Brewing,2045 Gulf To Bay Blvd Ste D,Clearwater,FL,33765
2119,Southern Swells Brewing Company,1312 Beach Blvd,Jacksonville Beach,FL,32250
2120,Spahr Brewing Company,3541 W Fairfield Dr,Pensacola,FL,32505
2121,Spanish Marie Brewery,14241 SW 120th St Ste 109,Miami,FL,33186
2122,St. Michael's Brewing Company,,Navarre,FL,
2123,St. Pete Brewing Company,544 1st Ave N,Saint Petersburg,FL,33701
2124,Steam Horse Brewing,1500 Elizabeth Ave,West Palm Beach,FL,33401
2125,Stilt House Brewery,625 US 19 Alt,Palm Harbor,FL,34683
2126,Strange Colt Brewery,"1103-B John Sims Pkwy, Palm Eye Care",Niceville,FL,32578
2127,Suncreek Brewery,790 W Minneola Ave Unit 3,Clermont,FL,34711
2128,Swamp Head Brewery,3650 SW 42nd Ave,Gainesville,FL,32608
2129,Swan Brewing,115 W. Pine St.,Lakeland,FL,33815
2130,Tabula Rasa Brewing,2385 Corbett St,Jacksonville,FL,32204
2131,Tactical Brewing Company,4882 New Broad St,Orlando,FL,32814
2132,Tampa Bay Brewing Co Brewpub,1600 E 8th Ave Ste A123,Tampa,FL,33605
2133,Tampa Bay Brewing Co Production Brewery,13937 Monroes Business Park,Tampa,FL,33635
2134,Tampa Beer Works,333 N Falkenburg Rd Ste D407,Tampa,FL,33619
2135,Tarpon River Brewing,280 SW 6th Street,Fort Lauderdale,FL,33301
2136,Ten 10 Brewing Co,1010 Virginia Dr,Orlando,FL,32803
2137,Tequesta Brewing Co,287 S US Highway 1,Tequesta,FL,33469
2138,The Bear And Peacock,1288 Orange Ave,Winter Park,FL,32789
2139,The Florida Brewery,202 Gandy Rd,Auburndale,FL,33823
2140,The Mack House Brewpub,9118 W State Road 84,Davie,FL,33324
2141,The Tank Brewing Company,5100 NW 72nd Ave. Bay A-1,Miami,FL,33166
2142,The Weed Reaper Experiment Brewery and Taproom,3260 NW 23rd Ave Ste 400E,Pompano Beach,FL,33069
2143,The Wild Rover Brewery,13921 Lynmar Blvd,Tampa,FL,33626
2144,Three Bridges Brewing / Off the Wagon Brewery,2107 Tamiami Trl S,Venice,FL,34293
2145,Titanic Brewing Co,5813 Ponce de Leon Blvd,Miami,FL,33146
2146,Toll Road Brewing Company,101 W McKey St,Ocoee,FL,34761
2147,Tomoka Brewing Company,4647 Clyde Morris Blvd Unit 504,Port Orange,FL,32129
2148,Tripping Animals Brewing Company,2685 NW 10th Ave,Doral,FL,33172
2149,troubled waters brewing co.,670 Main Street,Safety Harbor ,FL,34695
2150,Turn 2 Brewing Company Inc.,,Sebring,FL,33872
2151,Twisted Trunk Brewing Company,2000 Pga Blvd Ste 5506,North Palm Beach,FL,33408
2152,Two Frogs Brewing Company,151 E Tarpon Ave,Tarpon Springs,FL,34689
2153,Two Henrys Brewing Company,5210 Thonotosassa Rd,Plant City,FL,33565
2154,Ulele Spring Brewery,1810 N Highland Ave,Tampa,FL,33602
2155,Unbranded Brewing Company,,Hialeah,FL,33010
2156,Uncle Ernies Bayfront Grill & Brew House,1151 Bayview Ave,Panama City,FL,32401
2157,Unseen Creatures Brewing & Blending,,Miami,FL,
2158,Veterans United Craft Brewery,8999 Western Way Ste 104,Jacksonville,FL,32256
2159,Veza Sur Brewing Co,55 NW 25th St,Miami,FL,33127
2160,Walking Tree Brewery,3209 Dodger Rd,Vero Beach,FL,32960
2161,Waterfront Brewery LLC,201 William St,Key West,FL,33040
2162,West Palm Beach Brewery & Wine Vault,332 Evernia St,West Palm Beach,FL,33401
2163,Whisper Creek Farm: Kitchen and Brewery,4040 Central Florida Pkwy,Orlando,FL,32837
2164,Wicked Barley Brewing Co.,4100 Baymeadows Rd,Jacksonville,FL,32217
2165,Wild Hordeum Brewing Co.,,Titusville,FL,32796
2166,Winding Trail Brewing Company,,Ellenton,FL,34222
2167,Wolf Branch Brewing Co.,119 N Bay St,Eustis,FL,32726
2168,Woodwright Brewing Company,985 Douglas Ave,Dunedin,FL,34698
2169,WopsHops Brewing Company,419 Sanford Ave,Sanford,FL,32771
2170,Wynwood Brewing Company,565 NW 24th St,Miami,FL,33127
2171,Ye Olde Brothers Brewery,4458 Highway 87,Navarre,FL,32566
2172,Zephyrhills Brewing Company,38530 5th Ave,Zephyrhills,FL,33542
2173,Zydeco Brew Werks,1902 E 7th Ave,Tampa,FL,33605
2174,400 North Brewing,,Sugarhill,GA,30518
2175,5 Seasons Brewing Co,1000 Marietta St NW Ste 204,Atlanta,GA,30318
2176,6 Bridges Brewing,11455 Lakefield Dr Ste 300,Johns Creek,GA,30097
2177,Abide Brewing Company,110 Werz Industrial Blvd Ste 130,Newnan,GA,30263
2178,Akademia Brewing Company,150 Crane Dr,Athens,GA,30606
2179,Anderby Brewing,,Peachtree Corners,GA,30092
2180,Anheuser-Busch Inc – Cartersville,100 Busch Dr NE,Cartersville,GA,30121
2181,"Appalachian Grail Brewing Co, LLC",,Dacula,GA,30019
2182,Arches Brewing,3361 Dogwood Dr,Hapeville,GA,30354
2183,Atlanta Brewing,2323 Defoor Hills Rd NW,Atlanta,GA,30318
2184,Beacon Brewing Company,700 Lincoln Street,LaGrange,GA,30240
2185,Beer Republic Brewing,,Atlanta,GA,30338
2186,Blaue Wolf Brewery,,Helen,GA,30545
2187,BlueTarp Brewing Co,731 E College Ave,Decatur,GA,30030
2188,Braselton Brewing Company,9859 Davis St,Braselton,GA,30517
2189,"Brewery in Planning - Atlanta, GA",,Atlanta,GA,30318
2190,Brewery in Planning - Buford,,Buford,GA,30515
2191,"Brewery in Planning - Johns Creek, GA",,Johns Creek,GA,30022
2192,"Brewery in Planning - NORCROSS, GA",,NORCROSS,GA,30093
2193,Brewery in Planning - Savannah,,Savannah,GA,
2194,Brewery In Planning Suwanee,,Duluth,GA,30096
2195,Burnt Hickory Brewery,2260 Moon Station Ct NW Ste 210,Kennesaw,GA,30144
2196,Cannon Brewpub,1041 Broadway,Columbus,GA,31901
2197,Cartecay River Brewing Co,,Ellijay,GA,30540
2198,Chattabrewchee Southern Brewhouse,709 4th Ave,West Point,GA,31833
2199,Cherokee Brewing + Pizza Company,207-B West Cuyler St,Dalton,GA,30720
2200,Cherry Street Brewing Cooperative,5810 Bond St # E-2,Cumming,GA,30040
2201,Coastal Empire Beer Co,79 Ross Rd,Savannah,GA,31405
2202,"Cochran Mill Brewing Company, LLC",,Chattahoochee Hills,GA,30268
2203,Contrast Artisan Ales,5504 PEACHTREE RD,CHAMBLEE,GA,30341
2204,Coosa Valley Brewing Company,,Adairsville,GA,30103
2205,Creature Comforts Brewing Co.,271 W Hancock Ave,Athens,GA,30601
2206,Creature Comforts Production Facility At Southern Mill,355 Oneta St Bldg A100,Athens,GA,30601
2207,Currahee Brewing Company,25 S Main St,Alpharetta,GA,30009
2208,Dalton Brewing Company,112 W King St,Dalton,GA,30720
2209,Drowned Valley Brewing Co.,,Cartersville,GA,30120
2210,Dry County Brewing Company,1500 Lockhart Drive,kennesaw,GA,30144
2211,Eagle Creek Brewing Company,106 Savannah Ave Ste B,Statesboro,GA,30458
2212,Education Ales,,Marietta,GA,30067
2213,Etowah Brewery,3003 Morrison Moore Pkwy E,Dahlonega,GA,30533
2214,EuroBevs,2255 Cumberland Pkwy SE,Atlanta,GA,30339
2215,Eventide Brewing Co,1015 Grant St SE,Atlanta,GA,30315
2216,Fannin Brewing,3758 E First St,Blue Ridge,GA,30513
2217,Firewater Brewing Company,2243 Lewis St,Kennesaw,GA,30144
2218,From The Earth Brewing Company,1570 Holcomb Bridge Rd Suite 405,Roswell,GA,30076
2219,Gate City Brewing Company,43 Magnolia St,Roswell,GA,30075
2220,Georgia Beer Co,109 S Briggs St,Valdosta,GA,31601
2221,Glover Park Brewery,65 Atlanta St,Marietta,GA,30060
2222,Good Word Brewing & Public House,3085 Main St Ste 520,Duluth,GA,30096
2223,Gordon Biersch Brewery Restaurant - Atlanta,3242 Peachtree Rd NE,Atlanta,GA,30305
2224,Grumpy Old Men Brewing,1315 E Main St,Blue Ridge,GA,30513
2225,Halfway Crooks ,,Atlanta,GA,30312
2226,Heavale Brewing Company,,Jasper,GA,30143
2227,"Hixtown Brewing Co, LLC",,Villa Rica,GA,30180
2228,Hop Soul Brewery,271 Warren Mason Blvd,Brunswick,GA,31520
2229,Hopstix,3404 Pierce Dr NE,Chamblee,GA,30341
2230,Ironmonger Brewing,2129 Northwest Pkwy SE Ste 105,Marietta,GA,30067
2231,Ironwood Creek,,Evans,GA,30809
2232,Jailhouse Brewing Co,8 Cherry St,Hampton,GA,30228
2233,Jekyll Brewing,2855 Marconi Dr Ste 350,Alpharetta,GA,30005
2234,"Johnnie MacCracken's Celtic Firehouse Pub, Inc.",15 Atlanta Street,Marietta,GA,30060
2235,Left Nut Brewing Co,2100 Atlanta Rd,Gainesville,GA,30504
